Employee_ID,Date,Print_Count,Print_Volume_MB,Odd_Hours_Print_Count,Odd_Hours_Print_Volume_MB,Total_Presence_Hours,Odd_Hours_Entry,Foreign_Travel_Count,Travel_To_Hostile_Countries_Count,Country_Of_Origin,Country_Risk_Score,Foreign_Citizenship,Criminal_Record,Medical_Issues,Security_Violations,Disciplinary_Actions,Suspicious_Flag
164,2023-07-07,0.9,1.8,0.3,0.6,8.0,Yes,0,0,Spain,2,Yes,No,No,No,No,0
185,2023-07-07,2.5,5.0,0.2,0.4,8.0,Yes,0,0,USA,2,Yes,No,No,No,No,0
196,2023-07-07,2.7,5.4,0.0,0.0,8.8,No,1,0,UK,2,Yes,No,No,No,No,0
33,2023-07-08,1.4,2.8,0.1,0.2,8.7,Yes,1,0,Italy,2,Yes,No,Yes,No,No,0
37,2023-07-08,1.6,3.2,0.2,0.4,8.9,Yes,0,0,USA,2,Yes,No,No,No,No,0
136,2023-07-08,1.3,2.6,0.4,0.8,8.2,Yes,1,0,Japan,2,Yes,No,No,No,No,0
148,2023-07-08,2.3,4.6,0.4,0.8,8.6,Yes,1,0,UK,2,Yes,No,Yes,No,No,0
157,2023-07-08,2.5,5.0,0.5,1.0,8.4,Yes,1,0,Japan,2,Yes,No,No,No,No,0
180,2023-07-08,0.9,1.8,0.5,1.0,8.0,Yes,0,0,UK,2,Yes,No,No,No,No,0
198,2023-07-08,0.4,0.8,0.2,0.4,8.4,Yes,0,0,Germany,2,Yes,No,No,No,No,0
200,2023-07-08,6.5,13.0,1.4,2.8,10.0,Yes,2,0,China,6,Yes,No,No,Yes,No,1
22,2023-07-09,2.0,4.0,0.2,0.4,9.0,Yes,0,0,Italy,2,Yes,No,No,No,No,0
25,2023-07-09,0.3,0.6,0.0,0.0,9.0,No,0,0,UK,2,Yes,No,No,No,No,0
47,2023-07-09,2.8,5.6,0.1,0.2,8.3,Yes,1,0,Germany,2,Yes,No,No,No,No,0
55,2023-07-09,0.3,0.6,0.3,0.6,8.1,Yes,0,0,USA,2,Yes,No,Yes,No,No,0
61,2023-07-09,1.6,3.2,0.2,0.4,8.7,Yes,1,0,UK,2,No,No,No,No,No,0
71,2023-07-09,0.3,0.6,0.3,0.6,8.3,Yes,0,0,UK,2,Yes,No,No,No,No,0
90,2023-07-09,2.7,5.4,0.0,0.0,8.8,No,0,0,Spain,2,Yes,No,No,No,No,0
97,2023-07-09,0.8,1.6,0.3,0.6,8.9,Yes,1,0,Germany,2,Yes,No,No,No,No,0
102,2023-07-09,0.2,0.4,0.0,0.0,8.8,No,1,0,USA,2,Yes,No,No,No,No,0
109,2023-07-09,0.7,1.4,0.4,0.8,8.2,Yes,0,0,Italy,2,Yes,No,No,No,No,0
111,2023-07-09,0.6,1.2,0.0,0.0,8.4,No,0,0,USA,2,Yes,No,No,No,No,0
118,2023-07-09,0.1,0.2,0.1,0.2,8.1,Yes,0,0,Spain,2,Yes,No,Yes,No,No,0
144,2023-07-09,0.8,1.6,0.1,0.2,8.3,Yes,0,0,Italy,2,Yes,No,Yes,No,No,0
145,2023-07-09,5.0,10.0,0.6,1.2,8.9,Yes,0,1,Iran,9,No,No,Yes,No,No,1
153,2023-07-09,0.8,1.6,0.1,0.2,8.4,Yes,1,0,Japan,2,Yes,No,No,No,No,0
154,2023-07-09,6.3,12.6,1.8,3.6,10.2,Yes,2,0,Syria,9,Yes,No,No,No,No,1
166,2023-07-09,0.1,0.2,0.5,1.0,8.1,Yes,0,0,Spain,2,Yes,No,No,No,No,0
175,2023-07-09,1.2,2.4,0.4,0.8,8.0,Yes,1,0,France,2,Yes,No,No,No,No,0
182,2023-07-09,1.2,2.4,0.0,0.0,8.7,No,1,0,Japan,2,Yes,No,No,No,No,0
4,2023-07-10,1.3,2.6,0.2,0.4,8.0,Yes,0,0,Israel,1,No,No,No,No,No,0
35,2023-07-10,1.2,2.4,0.5,1.0,8.7,Yes,0,0,Italy,2,No,No,No,No,No,0
37,2023-07-10,0.8,1.6,0.2,0.4,8.9,Yes,0,0,Italy,2,Yes,No,No,No,No,0
44,2023-07-10,0.8,1.6,0.3,0.6,8.2,Yes,1,0,Spain,2,Yes,No,No,No,No,0
65,2023-07-10,0.9,1.8,0.3,0.6,8.4,Yes,0,0,UK,2,Yes,No,No,No,No,0
68,2023-07-10,0.4,0.8,0.2,0.4,8.4,Yes,1,0,Spain,2,Yes,No,No,No,No,0
69,2023-07-10,2.3,4.6,0.2,0.4,8.2,Yes,1,0,Israel,1,No,No,No,No,No,0
75,2023-07-10,0.8,1.6,0.3,0.6,8.9,Yes,1,0,Japan,2,Yes,No,No,No,No,0
75,2023-07-10,2.0,4.0,0.2,0.4,8.2,Yes,0,0,USA,2,Yes,No,Yes,No,No,0
85,2023-07-10,7.7,15.4,3.5,7.0,11.2,Yes,3,2,Iran,9,Yes,No,Yes,No,No,1
101,2023-07-10,2.8,5.6,0.3,0.6,8.7,Yes,1,0,Italy,2,Yes,No,Yes,No,No,0
121,2023-07-10,2.5,5.0,0.1,0.2,8.8,Yes,0,0,USA,2,Yes,No,No,No,No,0
149,2023-07-10,0.1,0.2,0.3,0.6,8.9,Yes,1,0,UK,2,Yes,No,Yes,No,No,0
150,2023-07-10,0.2,0.4,0.2,0.4,8.6,Yes,1,0,Japan,2,Yes,No,No,No,No,0
162,2023-07-10,0.4,0.8,0.2,0.4,8.4,Yes,1,0,Spain,2,Yes,No,No,No,No,0
172,2023-07-10,2.0,4.0,0.1,0.2,8.3,Yes,0,0,Japan,2,Yes,No,No,No,No,0
198,2023-07-10,0.3,0.6,0.0,0.0,8.8,No,0,0,Israel,1,No,No,No,No,No,0
199,2023-07-10,3.9,7.8,0.7,1.4,9.1,Yes,0,1,Syria,9,Yes,No,No,No,No,1
73,2023-07-11,1.1,2.2,0.3,0.6,8.3,Yes,1,0,Germany,2,Yes,No,No,No,No,0
90,2023-07-11,0.1,0.2,0.2,0.4,8.7,Yes,0,0,Spain,2,Yes,No,No,No,No,0
98,2023-07-11,1.6,3.2,0.4,0.8,8.5,Yes,0,0,France,2,No,No,No,No,No,0
108,2023-07-11,2.3,4.6,0.4,0.8,8.4,Yes,0,0,France,2,No,No,No,No,No,0
113,2023-07-11,5.8,11.6,1.2,2.4,9.9,Yes,1,0,Iran,9,Yes,No,No,No,No,1
126,2023-07-11,0.8,1.6,0.5,1.0,8.2,Yes,1,0,Israel,1,No,No,Yes,No,No,0
127,2023-07-11,1.9,3.8,0.2,0.4,8.1,Yes,0,0,USA,2,Yes,No,No,No,No,0
133,2023-07-11,0.6,1.2,0.1,0.2,8.4,Yes,0,0,Japan,2,Yes,No,Yes,No,No,0
145,2023-07-11,3.7,7.4,0.6,1.2,8.8,Yes,0,1,Ukraine,7,Yes,No,No,No,No,1
189,2023-07-11,0.6,1.2,0.2,0.4,8.1,Yes,1,0,Germany,2,Yes,No,No,No,No,0
195,2023-07-11,2.3,4.6,0.2,0.4,8.5,Yes,1,0,USA,2,Yes,No,No,No,No,0
196,2023-07-11,2.6,5.2,0.3,0.6,8.2,Yes,1,0,Japan,2,Yes,No,No,No,No,0
197,2023-07-11,2.3,4.6,0.0,0.0,8.8,No,1,0,Japan,2,Yes,No,Yes,No,No,0
198,2023-07-11,2.1,4.2,0.1,0.2,8.5,Yes,1,0,Israel,1,No,No,No,No,No,0
3,2023-07-12,3.3,6.6,0.6,1.2,9.3,Yes,0,1,North Korea,10,Yes,No,No,No,No,1
17,2023-07-12,1.2,2.4,0.2,0.4,8.3,Yes,0,0,UK,2,Yes,No,No,No,No,0
21,2023-07-12,0.1,0.2,0.2,0.4,8.2,Yes,1,0,France,2,Yes,No,No,No,No,0
42,2023-07-12,1.3,2.6,0.4,0.8,8.7,Yes,1,0,USA,2,Yes,No,No,No,No,0
44,2023-07-12,1.3,2.6,0.3,0.6,8.4,Yes,1,0,Germany,2,Yes,No,No,No,No,0
58,2023-07-12,5.5,11.0,2.0,4.0,9.6,Yes,2,0,North Korea,10,Yes,No,No,Yes,No,1
97,2023-07-12,6.0,12.0,1.9,3.8,9.8,Yes,2,0,Iran,9,Yes,No,No,No,Yes,1
116,2023-07-12,3.9,7.8,0.6,1.2,9.1,Yes,0,1,China,6,Yes,No,No,Yes,No,1
126,2023-07-12,0.1,0.2,0.1,0.2,8.7,Yes,0,0,Japan,2,Yes,No,No,No,No,0
138,2023-07-12,3.0,6.0,0.2,0.4,8.9,Yes,1,0,Israel,1,No,No,No,No,No,0
184,2023-07-12,1.9,3.8,0.3,0.6,9.0,Yes,0,0,Spain,2,Yes,No,No,No,No,0
15,2023-07-13,4.1,8.2,0.6,1.2,8.9,Yes,0,0,China,6,Yes,No,Yes,No,Yes,1
17,2023-07-13,4.0,8.0,0.9,1.8,8.9,Yes,0,1,North Korea,10,Yes,No,Yes,No,Yes,1
47,2023-07-13,6.4,12.8,1.9,3.8,10.0,Yes,1,0,Syria,9,Yes,No,No,No,No,1
58,2023-07-13,0.2,0.4,0.0,0.0,8.5,No,1,0,Japan,2,Yes,No,No,No,No,0
78,2023-07-13,2.6,5.2,0.1,0.2,8.7,Yes,0,0,Japan,2,Yes,No,Yes,No,No,0
83,2023-07-13,2.2,4.4,0.3,0.6,8.6,Yes,1,0,Japan,2,Yes,No,Yes,No,No,0
102,2023-07-13,2.5,5.0,0.4,0.8,9.0,Yes,0,0,UK,2,Yes,No,Yes,No,No,0
116,2023-07-13,2.7,5.4,0.1,0.2,8.9,Yes,0,0,Spain,2,Yes,No,Yes,No,No,0
146,2023-07-13,2.1,4.2,0.3,0.6,8.3,Yes,0,0,USA,2,Yes,No,No,No,No,0
171,2023-07-13,2.5,5.0,0.3,0.6,8.5,Yes,0,0,UK,2,Yes,No,No,No,No,0
175,2023-07-13,1.3,2.6,0.1,0.2,8.7,Yes,0,0,Israel,1,No,No,No,No,No,0
182,2023-07-13,0.2,0.4,0.2,0.4,8.8,Yes,0,0,Spain,2,No,No,No,No,No,0
190,2023-07-13,1.0,2.0,0.3,0.6,8.2,Yes,0,0,Israel,1,Yes,No,No,No,No,0
6,2023-07-14,2.6,5.2,0.2,0.4,8.0,Yes,0,0,France,2,Yes,No,No,No,No,0
22,2023-07-14,0.9,1.8,0.2,0.4,8.3,Yes,1,0,Japan,2,Yes,No,No,No,No,0
25,2023-07-14,1.9,3.8,0.1,0.2,8.8,Yes,1,0,Germany,2,Yes,No,No,No,No,0
28,2023-07-14,2.0,4.0,0.1,0.2,8.6,Yes,1,0,Japan,2,Yes,No,No,No,No,0
39,2023-07-14,0.1,0.2,0.2,0.4,8.0,Yes,0,0,UK,2,Yes,No,No,No,No,0
39,2023-07-14,1.6,3.2,0.3,0.6,8.8,Yes,0,0,Japan,2,No,No,No,No,No,0
47,2023-07-14,1.9,3.8,0.1,0.2,8.3,Yes,1,0,Italy,2,Yes,No,No,No,No,0
73,2023-07-14,0.2,0.4,0.4,0.8,8.2,Yes,1,0,Germany,2,Yes,No,No,No,No,0
100,2023-07-14,2.8,5.6,0.4,0.8,8.8,Yes,1,0,France,2,No,No,No,No,No,0
104,2023-07-14,2.3,4.6,0.1,0.2,8.5,Yes,1,0,UK,2,No,No,No,No,No,0
117,2023-07-14,1.9,3.8,0.3,0.6,8.7,Yes,0,0,UK,2,Yes,No,Yes,No,No,0
128,2023-07-14,0.1,0.2,0.5,1.0,8.1,Yes,1,0,Japan,2,Yes,No,No,No,No,0
129,2023-07-14,2.3,4.6,0.1,0.2,8.7,Yes,1,0,Spain,2,Yes,No,No,No,No,0
139,2023-07-14,2.5,5.0,0.0,0.0,8.9,No,1,0,France,2,Yes,No,No,No,No,0
149,2023-07-14,2.3,4.6,0.1,0.2,8.8,Yes,1,0,Israel,1,Yes,No,No,No,No,0
159,2023-07-14,0.9,1.8,0.4,0.8,8.9,Yes,1,0,Italy,2,Yes,No,No,No,No,0
160,2023-07-14,1.8,3.6,0.1,0.2,8.2,Yes,1,0,UK,2,No,No,Yes,No,No,0
163,2023-07-14,0.8,1.6,0.3,0.6,8.5,Yes,1,0,Spain,2,Yes,No,No,No,No,0
3,2023-07-15,8.2,16.4,3.1,6.2,11.5,Yes,3,2,Ukraine,7,Yes,No,No,No,Yes,1
9,2023-07-15,2.4,4.8,0.2,0.4,8.3,Yes,1,0,Israel,1,No,No,No,No,No,0
11,2023-07-15,6.7,13.4,1.3,2.6,10.2,Yes,2,0,Lebanon,8,Yes,Yes,No,Yes,No,1
25,2023-07-15,1.2,2.4,0.2,0.4,8.5,Yes,1,0,Japan,2,Yes,No,No,No,No,0
26,2023-07-15,7.6,15.2,3.5,7.0,10.8,Yes,1,2,Lebanon,8,Yes,No,No,No,No,1
43,2023-07-15,2.9,5.8,0.3,0.6,8.0,Yes,1,0,Japan,2,No,No,No,No,No,0
60,2023-07-15,0.1,0.2,0.1,0.2,8.4,Yes,1,0,UK,2,Yes,No,Yes,No,No,0
83,2023-07-15,3.5,7.0,1.0,2.0,9.1,Yes,1,1,Iran,9,Yes,No,Yes,No,No,1
110,2023-07-15,9.6,19.2,2.6,5.2,10.7,Yes,3,2,Lebanon,8,Yes,No,No,Yes,Yes,1
126,2023-07-15,3.9,7.8,1.0,2.0,9.0,Yes,0,1,North Korea,10,Yes,No,No,No,No,1
147,2023-07-15,2.4,4.8,0.3,0.6,8.3,Yes,0,0,Germany,2,Yes,No,No,No,No,0
161,2023-07-15,0.2,0.4,0.3,0.6,8.7,Yes,1,0,Italy,2,Yes,No,No,No,No,0
194,2023-07-15,0.8,1.6,0.3,0.6,8.5,Yes,0,0,France,2,Yes,No,Yes,No,No,0
12,2023-07-16,1.3,2.6,0.3,0.6,8.7,Yes,0,0,USA,2,Yes,No,No,No,No,0
18,2023-07-16,1.0,2.0,0.3,0.6,8.9,Yes,1,0,Spain,2,Yes,No,No,No,No,0
18,2023-07-16,2.8,5.6,0.1,0.2,8.4,Yes,1,0,Israel,1,Yes,No,No,No,No,0
29,2023-07-16,1.9,3.8,0.4,0.8,8.3,Yes,1,0,Japan,2,Yes,No,No,No,No,0
29,2023-07-16,2.1,4.2,0.1,0.2,8.9,Yes,0,0,France,2,Yes,No,No,No,No,0
32,2023-07-16,0.9,1.8,0.1,0.2,8.4,Yes,0,0,Spain,2,Yes,No,No,No,No,0
43,2023-07-16,1.9,3.8,0.3,0.6,8.8,Yes,1,0,France,2,Yes,No,No,No,No,0
68,2023-07-16,1.8,3.6,0.3,0.6,8.8,Yes,0,0,Japan,2,Yes,No,No,No,No,0
77,2023-07-16,2.4,4.8,0.3,0.6,8.5,Yes,1,0,Germany,2,Yes,No,No,No,No,0
86,2023-07-16,0.7,1.4,0.1,0.2,8.8,Yes,1,0,Italy,2,Yes,No,Yes,No,No,0
96,2023-07-16,4.5,9.0,0.6,1.2,9.3,Yes,1,1,North Korea,10,Yes,No,Yes,No,No,1
158,2023-07-16,2.0,4.0,0.4,0.8,8.6,Yes,0,0,USA,2,Yes,No,Yes,No,No,0
172,2023-07-16,1.6,3.2,0.4,0.8,8.6,Yes,1,0,UK,2,Yes,No,No,No,No,0
195,2023-07-16,2.4,4.8,0.5,1.0,8.6,Yes,0,0,France,2,Yes,No,No,No,No,0
14,2023-07-17,3.0,6.0,0.4,0.8,8.1,Yes,1,0,UK,2,Yes,No,Yes,No,No,0
28,2023-07-17,1.3,2.6,0.1,0.2,8.9,Yes,1,0,Israel,1,No,No,No,No,No,0
32,2023-07-17,0.2,0.4,0.1,0.2,8.4,Yes,0,0,France,2,No,No,No,No,No,0
34,2023-07-17,4.0,8.0,0.7,1.4,9.3,Yes,1,0,Russia,8,No,No,No,No,Yes,1
44,2023-07-17,1.2,2.4,0.2,0.4,8.4,Yes,0,0,Japan,2,Yes,No,No,No,No,0
59,2023-07-17,1.0,2.0,0.4,0.8,8.1,Yes,1,0,Spain,2,Yes,No,No,No,No,0
91,2023-07-17,2.0,4.0,0.1,0.2,8.7,Yes,1,0,USA,2,Yes,No,No,No,No,0
93,2023-07-17,2.7,5.4,0.2,0.4,8.6,Yes,0,0,Japan,2,No,No,No,No,No,0
128,2023-07-17,1.6,3.2,0.4,0.8,9.0,Yes,0,0,UK,2,No,No,No,No,No,0
132,2023-07-17,1.3,2.6,0.3,0.6,8.6,Yes,0,0,UK,2,Yes,No,No,No,No,0
166,2023-07-17,1.9,3.8,0.2,0.4,8.9,Yes,1,0,Spain,2,Yes,No,No,No,No,0
172,2023-07-17,0.6,1.2,0.0,0.0,8.1,No,1,0,Israel,1,No,No,No,No,No,0
184,2023-07-17,4.2,8.4,0.9,1.8,8.9,Yes,1,1,China,6,No,No,No,Yes,No,1
195,2023-07-17,3.8,7.6,0.9,1.8,9.1,Yes,0,0,Syria,9,Yes,No,No,No,No,1
196,2023-07-17,2.8,5.6,0.0,0.0,8.4,No,0,0,Italy,2,Yes,No,No,No,No,0
13,2023-07-18,1.7,3.4,0.3,0.6,8.8,Yes,0,0,France,2,Yes,No,No,No,No,0
26,2023-07-18,1.7,3.4,0.5,1.0,8.1,Yes,0,0,Israel,1,No,No,Yes,No,No,0
43,2023-07-18,0.1,0.2,0.0,0.0,8.1,No,1,0,Israel,1,No,No,No,No,No,0
43,2023-07-18,2.3,4.6,0.4,0.8,8.9,Yes,1,0,Spain,2,Yes,No,No,No,No,0
45,2023-07-18,1.9,3.8,0.5,1.0,8.1,Yes,0,0,Germany,2,Yes,No,No,No,No,0
77,2023-07-18,4.9,9.8,0.8,1.6,9.2,Yes,0,1,Ukraine,7,Yes,No,No,No,Yes,1
85,2023-07-18,2.8,5.6,0.3,0.6,8.4,Yes,0,0,Israel,1,No,No,No,No,No,0
101,2023-07-18,1.4,2.8,0.1,0.2,8.1,Yes,0,0,Spain,2,Yes,No,No,No,No,0
109,2023-07-18,2.5,5.0,0.4,0.8,8.1,Yes,1,0,Israel,1,No,No,No,No,No,0
111,2023-07-18,0.2,0.4,0.0,0.0,8.2,No,0,0,Japan,2,Yes,No,No,No,No,0
130,2023-07-18,1.2,2.4,0.4,0.8,8.2,Yes,0,0,Israel,1,No,No,No,No,No,0
159,2023-07-18,2.7,5.4,0.4,0.8,8.9,Yes,1,0,USA,2,Yes,No,No,No,No,0
162,2023-07-18,2.5,5.0,0.1,0.2,8.8,Yes,1,0,Germany,2,No,No,No,No,No,0
169,2023-07-18,2.9,5.8,0.4,0.8,8.6,Yes,1,0,Italy,2,Yes,No,No,No,No,0
173,2023-07-18,2.1,4.2,0.5,1.0,8.6,Yes,1,0,Israel,1,No,No,No,No,No,0
193,2023-07-18,2.6,5.2,0.1,0.2,8.1,Yes,1,0,Israel,1,No,No,No,No,No,0
16,2023-07-19,1.4,2.8,0.2,0.4,8.8,Yes,1,0,France,2,Yes,No,No,No,No,0
27,2023-07-19,2.9,5.8,0.2,0.4,8.1,Yes,0,0,Italy,2,Yes,No,No,No,No,0
32,2023-07-19,1.9,3.8,0.1,0.2,8.5,Yes,0,0,Germany,2,Yes,No,No,No,No,0
38,2023-07-19,0.9,1.8,0.4,0.8,8.2,Yes,0,0,Italy,2,Yes,No,No,No,No,0
49,2023-07-19,1.4,2.8,0.1,0.2,8.9,Yes,1,0,Israel,1,No,No,No,No,No,0
64,2023-07-19,0.3,0.6,0.4,0.8,8.1,Yes,0,0,France,2,Yes,No,No,No,No,0
69,2023-07-19,0.7,1.4,0.4,0.8,8.7,Yes,0,0,Israel,1,No,No,No,No,No,0
69,2023-07-19,1.6,3.2,0.2,0.4,8.9,Yes,0,0,Spain,2,Yes,No,No,No,No,0
134,2023-07-19,1.2,2.4,0.4,0.8,8.9,Yes,0,0,USA,2,Yes,No,No,No,No,0
140,2023-07-19,2.1,4.2,0.2,0.4,8.3,Yes,1,0,France,2,Yes,No,No,No,No,0
151,2023-07-19,1.4,2.8,0.4,0.8,8.0,Yes,0,0,USA,2,Yes,No,No,No,No,0
154,2023-07-19,0.7,1.4,0.2,0.4,8.4,Yes,1,0,Japan,2,Yes,No,No,No,No,0
166,2023-07-19,4.7,9.4,0.9,1.8,9.1,Yes,1,1,Russia,8,Yes,Yes,No,Yes,No,1
169,2023-07-19,2.6,5.2,0.1,0.2,8.8,Yes,0,0,Germany,2,Yes,No,Yes,No,No,0
183,2023-07-19,2.1,4.2,0.3,0.6,8.9,Yes,1,0,France,2,No,No,No,No,No,0
192,2023-07-19,0.3,0.6,0.1,0.2,8.5,Yes,0,0,France,2,Yes,No,No,No,No,0
23,2023-07-20,1.9,3.8,0.4,0.8,8.1,Yes,0,0,Israel,1,No,No,No,No,No,0
23,2023-07-20,0.5,1.0,0.3,0.6,8.7,Yes,1,0,USA,2,Yes,No,No,No,No,0
79,2023-07-20,0.6,1.2,0.5,1.0,8.5,Yes,0,0,Spain,2,No,No,No,No,No,0
112,2023-07-20,1.0,2.0,0.1,0.2,8.4,Yes,1,0,France,2,Yes,No,No,No,No,0
137,2023-07-20,1.3,2.6,0.1,0.2,8.8,Yes,0,0,USA,2,Yes,No,No,No,No,0
155,2023-07-20,0.2,0.4,0.3,0.6,8.7,Yes,1,0,Germany,2,Yes,No,No,No,No,0
175,2023-07-20,2.5,5.0,0.4,0.8,8.7,Yes,0,0,Italy,2,No,No,No,No,No,0
5,2023-07-21,2.2,4.4,0.4,0.8,8.2,Yes,1,0,France,2,Yes,No,No,No,No,0
17,2023-07-21,1.6,3.2,0.4,0.8,8.8,Yes,1,0,UK,2,Yes,No,Yes,No,No,0
18,2023-07-21,2.5,5.0,0.1,0.2,8.4,Yes,1,0,France,2,Yes,No,No,No,No,0
21,2023-07-21,1.1,2.2,0.3,0.6,8.2,Yes,0,0,USA,2,Yes,No,Yes,No,No,0
24,2023-07-21,2.3,4.6,0.4,0.8,8.3,Yes,1,0,UK,2,Yes,No,Yes,No,No,0
36,2023-07-21,1.0,2.0,0.1,0.2,8.3,Yes,0,0,Germany,2,Yes,No,No,No,No,0
42,2023-07-21,2.2,4.4,0.2,0.4,8.4,Yes,1,0,Spain,2,Yes,No,No,No,No,0
52,2023-07-21,2.9,5.8,0.0,0.0,8.5,No,1,0,France,2,Yes,No,No,No,No,0
54,2023-07-21,2.4,4.8,0.3,0.6,8.3,Yes,0,0,Japan,2,Yes,No,No,No,No,0
55,2023-07-21,1.8,3.6,0.2,0.4,8.9,Yes,1,0,Israel,1,No,No,No,No,No,0
67,2023-07-21,2.6,5.2,0.2,0.4,8.9,Yes,0,0,Italy,2,No,No,Yes,No,No,0
81,2023-07-21,0.0,0.0,0.5,1.0,8.3,Yes,1,0,USA,2,Yes,No,Yes,No,No,0
81,2023-07-21,0.3,0.6,0.4,0.8,8.3,Yes,0,0,Israel,1,No,No,No,No,No,0
109,2023-07-21,2.2,4.4,0.5,1.0,8.1,Yes,0,0,Spain,2,Yes,No,Yes,No,No,0
128,2023-07-21,1.7,3.4,0.0,0.0,8.7,No,0,0,Germany,2,Yes,No,No,No,No,0
129,2023-07-21,0.2,0.4,0.1,0.2,8.4,Yes,1,0,France,2,Yes,No,No,No,No,0
149,2023-07-21,1.5,3.0,0.0,0.0,8.9,No,0,0,Spain,2,Yes,No,No,No,No,0
168,2023-07-21,2.9,5.8,0.2,0.4,8.4,Yes,0,0,UK,2,Yes,No,Yes,No,No,0
175,2023-07-21,3.0,6.0,0.2,0.4,8.3,Yes,0,0,Germany,2,Yes,No,No,No,No,0
1,2023-07-22,1.6,3.2,0.4,0.8,8.6,Yes,0,0,USA,2,Yes,No,No,No,No,0
13,2023-07-22,1.0,2.0,0.4,0.8,9.0,Yes,1,0,Israel,1,No,No,No,No,No,0
30,2023-07-22,2.1,4.2,0.0,0.0,8.3,No,0,0,Germany,2,Yes,No,No,No,No,0
38,2023-07-22,2.6,5.2,0.5,1.0,8.6,Yes,0,0,Japan,2,Yes,No,No,No,No,0
45,2023-07-22,2.3,4.6,0.4,0.8,8.6,Yes,0,0,Germany,2,Yes,No,No,No,No,0
57,2023-07-22,2.6,5.2,0.2,0.4,8.2,Yes,0,0,Italy,2,Yes,No,No,No,No,0
81,2023-07-22,0.7,1.4,0.2,0.4,8.6,Yes,0,0,USA,2,Yes,No,No,No,No,0
86,2023-07-22,2.1,4.2,0.3,0.6,8.4,Yes,0,0,USA,2,Yes,No,No,No,No,0
88,2023-07-22,0.0,0.0,0.2,0.4,9.0,Yes,1,0,Germany,2,Yes,No,Yes,No,No,0
91,2023-07-22,2.6,5.2,0.2,0.4,8.8,Yes,1,0,Japan,2,Yes,No,No,No,No,0
117,2023-07-22,2.7,5.4,0.0,0.0,8.0,No,1,0,Italy,2,Yes,No,No,No,No,0
140,2023-07-22,0.4,0.8,0.1,0.2,8.6,Yes,1,0,France,2,Yes,No,No,No,No,0
152,2023-07-22,2.1,4.2,0.0,0.0,8.4,No,0,0,Germany,2,Yes,No,No,No,No,0
163,2023-07-22,1.5,3.0,0.1,0.2,9.0,Yes,1,0,France,2,Yes,No,No,No,No,0
172,2023-07-22,0.5,1.0,0.3,0.6,9.0,Yes,1,0,Spain,2,Yes,No,No,No,No,0
178,2023-07-22,1.5,3.0,0.3,0.6,8.6,Yes,1,0,Germany,2,Yes,No,No,No,No,0
198,2023-07-22,1.5,3.0,0.2,0.4,8.8,Yes,0,0,UK,2,Yes,No,No,No,No,0
198,2023-07-22,0.1,0.2,0.1,0.2,8.1,Yes,1,0,Italy,2,Yes,No,No,No,No,0
10,2023-07-23,0.4,0.8,0.1,0.2,8.8,Yes,1,0,Japan,2,Yes,No,No,No,No,0
53,2023-07-23,1.3,2.6,0.4,0.8,8.3,Yes,0,0,Israel,1,No,No,No,No,No,0
57,2023-07-23,2.2,4.4,0.5,1.0,8.7,Yes,1,0,Japan,2,No,No,Yes,No,No,0
62,2023-07-23,0.6,1.2,0.3,0.6,8.9,Yes,0,0,Japan,2,Yes,No,No,No,No,0
70,2023-07-23,2.1,4.2,0.3,0.6,8.2,Yes,1,0,Japan,2,Yes,No,No,No,No,0
107,2023-07-23,2.6,5.2,0.2,0.4,8.2,Yes,0,0,Israel,1,Yes,No,No,No,No,0
133,2023-07-23,1.8,3.6,0.4,0.8,8.5,Yes,0,0,Germany,2,Yes,No,No,No,No,0
150,2023-07-23,1.2,2.4,0.1,0.2,8.6,Yes,0,0,USA,2,Yes,No,No,No,No,0
153,2023-07-23,0.1,0.2,0.4,0.8,8.7,Yes,0,0,France,2,Yes,No,No,No,No,0
154,2023-07-23,0.8,1.6,0.5,1.0,8.6,Yes,0,0,Spain,2,No,No,No,No,No,0
165,2023-07-23,3.9,7.8,1.0,2.0,9.3,Yes,0,1,Russia,8,Yes,No,No,No,No,1
180,2023-07-23,1.9,3.8,0.1,0.2,8.4,Yes,1,0,Israel,1,No,No,No,No,No,0
182,2023-07-23,2.9,5.8,0.1,0.2,8.4,Yes,0,0,Japan,2,Yes,No,No,No,No,0
185,2023-07-23,0.7,1.4,0.2,0.4,8.6,Yes,1,0,France,2,Yes,No,No,No,No,0
3,2023-07-24,1.7,3.4,0.1,0.2,8.5,Yes,1,0,Israel,1,No,No,No,No,No,0
26,2023-07-24,2.0,4.0,0.4,0.8,8.8,Yes,0,0,UK,2,Yes,No,No,No,No,0
43,2023-07-24,2.0,4.0,0.4,0.8,8.5,Yes,0,0,USA,2,Yes,No,No,No,No,0
47,2023-07-24,0.7,1.4,0.3,0.6,8.7,Yes,0,0,Spain,2,Yes,No,No,No,No,0
69,2023-07-24,2.9,5.8,0.3,0.6,8.8,Yes,0,0,France,2,Yes,No,No,No,No,0
99,2023-07-24,0.6,1.2,0.4,0.8,8.9,Yes,1,0,France,2,Yes,No,No,No,No,0
107,2023-07-24,1.5,3.0,0.2,0.4,8.5,Yes,0,0,Israel,1,No,No,Yes,No,No,0
109,2023-07-24,0.5,1.0,0.4,0.8,8.2,Yes,0,0,UK,2,Yes,No,No,No,No,0
